FromId,ToId,CompanyName,Country,ShapeType,Percentage,Value1,Value2,Value3
5,50,"Maxwell, Mitchell and Bowman",Liberia,rectangle,90,21,13.114900811448127,83.14075800537447
5,56,"Maxwell, Mitchell and Bowman",Liberia,rectangle,100,182,14.370974794397052,112.49074793981727
5,59,"Maxwell, Mitchell and Bowman",Liberia,rectangle,74.1,132,21.652525198430062,108.88219093620846
5,66,"Maxwell, Mitchell and Bowman",Liberia,rectangle,90,252,18.195618088892747,97.99459878100497
5,67,"Maxwell, Mitchell and Bowman",Liberia,rectangle,100,99,15.14682073228775,103.53790102628713
5,80,"Maxwell, Mitchell and Bowman",Liberia,rectangle,44.5,207,22.24690893522134,106.92992531455197
5,81,"Maxwell, Mitchell and Bowman",Liberia,rectangle,100,12,7.80431296340348,109.65336405493227
5,93,"Maxwell, Mitchell and Bowman",Liberia,rectangle,50,61,11.349516493453198,94.54473666308647
6,7,Jenkins and Sons,Cayman Islands,rectangle,60,258,13.711684387699702,107.24601165998718
6,16,Jenkins and Sons,Cayman Islands,rectangle,30,296,9.32513662308507,92.51717070832039
6,19,Jenkins and Sons,Cayman Islands,rectangle,50,126,10.46709477959609,90.36680030802844
6,21,Jenkins and Sons,Cayman Islands,rectangle,20,282,19.117297898402015,97.25868819348233
6,23,Jenkins and Sons,Cayman Islands,rectangle,50,246,15.443227779970302,81.87076038238348
6,30,Jenkins and Sons,Cayman Islands,rectangle,60,72,16.467675107239895,91.41077263659486
6,32,Jenkins and Sons,Cayman Islands,rectangle,60,58,15.962902632502741,108.19755360958577
6,46,Jenkins and Sons,Cayman Islands,rectangle,40,163,11.269700334081485,103.12615054942766
6,47,Jenkins and Sons,Cayman Islands,rectangle,80,273,9.575047305149699,112.49860539618008
6,49,Jenkins and Sons,Cayman Islands,rectangle,50,185,12.41075395226728,92.05227488205544
6,55,Jenkins and Sons,Cayman Islands,rectangle,100,50,7.048132606348848,100.65563747887477
6,58,Jenkins and Sons,Cayman Islands,rectangle,74.1,196,19.31995357956333,99.31915579950538
6,59,Jenkins and Sons,Cayman Islands,rectangle,100,71,15.79482801195297,101.72750375222344
6,74,Jenkins and Sons,Cayman Islands,rectangle,40,76,24.555269311181597,101.3099148427509
6,77,Jenkins and Sons,Cayman Islands,rectangle,100,249,13.815261216044973,104.66076227423744
6,84,Jenkins and Sons,Cayman Islands,rectangle,50,256,5.987535775778243,83.2906777077982
6,86,Jenkins and Sons,Cayman Islands,rectangle,74.1,77,10.071280319803119,83.97223942562097
7,11,"Neal, Smith and Warren",Niue,rectangle,80,177,18.118292778500628,95.93163987528015
7,24,"Neal, Smith and Warren",Niue,rectangle,60,266,33.102512512052854,112.68756884329777
7,28,"Neal, Smith and Warren",Niue,rectangle,60,233,18.615981999587998,86.13238308868316
7,29,"Neal, Smith and Warren",Niue,rectangle,60,221,23.888327392342866,87.38912407095926
7,41,"Neal, Smith and Warren",Niue,rectangle,60,2,16.15274670157464,101.74199225036433
7,42,"Neal, Smith and Warren",Niue,rectangle,20,125,7.430499882537173,95.18944828730599
7,45,"Neal, Smith and Warren",Niue,rectangle,20,89,21.544309795230966,119.36024654315122
7,61,"Neal, Smith and Warren",Niue,rectangle,74.1,32,18.595119240110197,109.89390096608167
7,69,"Neal, Smith and Warren",Niue,rectangle,90,205,11.673595207778641,111.16702358962924
7,78,"Neal, Smith and Warren",Niue,rectangle,30,31,18.360554676446,104.0872853933495
7,79,"Neal, Smith and Warren",Niue,rectangle,44.5,12,9.685625040104572,93.24417076274244
7,98,"Neal, Smith and Warren",Niue,rectangle,40,154,15.387312661092647,86.27234084204356
8,9,Williams-Anderson,Uganda,rectangle,20,158,16.73054159514577,98.70110331183331
8,20,Williams-Anderson,Uganda,rectangle,100,55,12.439323973533769,83.74449779122986
8,25,Williams-Anderson,Uganda,rectangle,74.1,274,18.755243445755372,115.82184475174915
8,26,Williams-Anderson,Uganda,rectangle,60,237,16.250788247874915,93.88304349907223
8,28,Williams-Anderson,Uganda,rectangle,20,48,16.266597269774994,95.0903482984347
8,44,Williams-Anderson,Uganda,rectangle,74.1,39,8.000398277216195,85.12573529576356
8,66,Williams-Anderson,Uganda,rectangle,80,35,21.543503209977732,120.9770359654798
8,80,Williams-Anderson,Uganda,rectangle,30,234,16.152205020867886,107.00899861080887
8,88,Williams-Anderson,Uganda,rectangle,80,166,13.91574336708271,88.72061454993124
8,93,Williams-Anderson,Uganda,rectangle,44.5,48,7.074609251641809,78.26548895324318
9,11,Miller-Roberts,Sao Tome and Principe,round-rectangle,20,266,13.05926100702877,86.48961302715064
9,16,Miller-Roberts,Sao Tome and Principe,round-rectangle,74.1,200,15.34604940683902,81.80453005126766
9,25,Miller-Roberts,Sao Tome and Principe,round-rectangle,40,42,21.32680334812422,117.14598915170703
9,34,Miller-Roberts,Sao Tome and Principe,round-rectangle,40,126,16.29656695181291,96.50186680942323
9,36,Miller-Roberts,Sao Tome and Principe,round-rectangle,74.1,295,13.206702138213164,105.01001531948533
9,50,Miller-Roberts,Sao Tome and Principe,round-rectangle,40,232,17.448397522811764,86.37859380339867
9,55,Miller-Roberts,Sao Tome and Principe,round-rectangle,40,299,15.538759103958323,98.29226329734742
9,66,Miller-Roberts,Sao Tome and Principe,round-rectangle,74.1,186,16.886552024698283,107.38017612121126
9,71,Miller-Roberts,Sao Tome and Principe,round-rectangle,60,78,26.708292835429102,108.1439123955891
9,75,Miller-Roberts,Sao Tome and Principe,round-rectangle,44.5,204,19.6050274737531,113.8230744066001
9,77,Miller-Roberts,Sao Tome and Principe,round-rectangle,60,12,12.394665258983208,105.94300429990828
9,88,Miller-Roberts,Sao Tome and Principe,round-rectangle,100,98,8.754699635809008,104.0921195271436
9,99,Miller-Roberts,Sao Tome and Principe,round-rectangle,30,271,14.160157882195822,87.36059136357511
10,18,Hernandez-Liu,Haiti,round-rectangle,90,102,16.86227890699415,93.78324065588434
10,27,Hernandez-Liu,Haiti,round-rectangle,20,123,15.432138809010524,106.01817346217868
10,38,Hernandez-Liu,Haiti,round-rectangle,100,41,13.297698063454247,116.07750634434908
10,54,Hernandez-Liu,Haiti,round-rectangle,100,201,0.5044694583119416,100.6598488023843
10,55,Hernandez-Liu,Haiti,round-rectangle,50,204,16.85332387212393,89.50582939234737
10,60,Hernandez-Liu,Haiti,round-rectangle,30,126,9.313769258198949,95.46086150405517
10,77,Hernandez-Liu,Haiti,round-rectangle,44.5,271,8.58084371190115,119.98563584087194
10,79,Hernandez-Liu,Haiti,round-rectangle,20,83,8.480553156472787,114.27848704579907
10,83,Hernandez-Liu,Haiti,round-rectangle,90,89,15.611251468727897,97.24565071745495
10,86,Hernandez-Liu,Haiti,round-rectangle,40,220,17.72485703646237,101.72915790334167
11,15,"Koch, Bailey and Griffith",Albania,rectangle,30,51,22.210267579176616,110.5663004101255
11,18,"Koch, Bailey and Griffith",Albania,rectangle,90,93,11.938184073705312,114.46021825763287
11,27,"Koch, Bailey and Griffith",Albania,rectangle,90,20,17.64232794330121,107.11983499041123
11,31,"Koch, Bailey and Griffith",Albania,rectangle,80,121,15.887493397280716,113.29308963736781
11,37,"Koch, Bailey and Griffith",Albania,rectangle,80,92,20.274938950325083,103.63117652497682
11,40,"Koch, Bailey and Griffith",Albania,rectangle,30,76,14.784217268021585,105.98288531534193
11,43,"Koch, Bailey and Griffith",Albania,rectangle,74.1,121,18.98668046701281,111.8591029296385
11,46,"Koch, Bailey and Griffith",Albania,rectangle,44.5,135,7.8656770247837615,101.97074436250377
11,47,"Koch, Bailey and Griffith",Albania,rectangle,60,102,11.303956241736563,103.39524722792594
11,55,"Koch, Bailey and Griffith",Albania,rectangle,60,56,11.235165015983721,99.30199138447408
11,56,"Koch, Bailey and Griffith",Albania,rectangle,44.5,9,16.609133524821452,85.49490223451431
11,61,"Koch, Bailey and Griffith",Albania,rectangle,20,21,8.236793060459785,102.60036921208717
11,63,"Koch, Bailey and Griffith",Albania,rectangle,50,293,15.440860208069717,95.75769338106817
11,67,"Koch, Bailey and Griffith",Albania,rectangle,20,233,17.904154834474884,102.23008941504209
11,71,"Koch, Bailey and Griffith",Albania,rectangle,40,125,15.461803513407785,97.47317050212818
11,79,"Koch, Bailey and Griffith",Albania,rectangle,40,134,16.227205083711215,101.54856662561703
11,83,"Koch, Bailey and Griffith",Albania,rectangle,60,144,7.761816829205934,90.25930733271281
12,23,"Montes, Rogers and Stone",Germany,ellipse,90,169,22.232606512456087,90.43988061340104
12,36,"Montes, Rogers and Stone",Germany,ellipse,60,226,10.307857212760167,112.45768817567574
12,37,"Montes, Rogers and Stone",Germany,ellipse,40,227,21.29855452507712,124.15013668077377
12,44,"Montes, Rogers and Stone",Germany,ellipse,100,75,8.914404132927391,100.94107917399901
12,56,"Montes, Rogers and Stone",Germany,ellipse,60,125,12.207692664034221,96.81277181708941
12,57,"Montes, Rogers and Stone",Germany,ellipse,80,164,21.20302746291027,101.18648153582282
12,59,"Montes, Rogers and Stone",Germany,ellipse,74.1,266,23.94625987022779,93.91478721526256
12,67,"Montes, Rogers and Stone",Germany,ellipse,20,80,13.333004011357097,87.84805024890669
12,92,"Montes, Rogers and Stone",Germany,ellipse,20,61,12.84578063983084,109.01720806423145
12,97,"Montes, Rogers and Stone",Germany,ellipse,80,214,20.82596233320061,106.92291476147068
12,98,"Montes, Rogers and Stone",Germany,ellipse,100,281,11.442543529660508,101.49953945994686
13,17,"Cardenas, Patterson and Roberts",Kiribati,rectangle,100,276,6.716154105878196,111.75097639785406
13,40,"Cardenas, Patterson and Roberts",Kiribati,rectangle,44.5,296,18.204367838857443,87.74268930017803
13,43,"Cardenas, Patterson and Roberts",Kiribati,rectangle,40,17,16.728613695567898,92.62828086281333
13,44,"Cardenas, Patterson and Roberts",Kiribati,rectangle,90,300,19.34917973055518,106.06388187031081
13,49,"Cardenas, Patterson and Roberts",Kiribati,rectangle,44.5,55,28.17374187228313,103.87172790506494
13,55,"Cardenas, Patterson and Roberts",Kiribati,rectangle,80,248,8.281505740205876,85.50309919895082
13,70,"Cardenas, Patterson and Roberts",Kiribati,rectangle,50,20,10.837762872970693,103.82690737847147
13,77,"Cardenas, Patterson and Roberts",Kiribati,rectangle,80,133,9.67095959394327,81.40106687716064
13,81,"Cardenas, Patterson and Roberts",Kiribati,rectangle,20,295,8.564429132637688,87.67639573488032
13,94,"Cardenas, Patterson and Roberts",Kiribati,rectangle,44.5,294,19.7923457119252,96.15206631814769
14,16,Hernandez LLC,Montenegro,round-rectangle,44.5,199,16.177902290085402,105.36780742574324
14,20,Hernandez LLC,Montenegro,round-rectangle,90,4,6.200081176252905,97.09641641642415
14,32,Hernandez LLC,Montenegro,round-rectangle,30,131,18.619753912430195,92.93865642297345
14,50,Hernandez LLC,Montenegro,round-rectangle,40,183,11.512240871521602,90.12292527199216
14,74,Hernandez LLC,Montenegro,round-rectangle,44.5,260,12.6011194918526,107.1944818491477
14,93,Hernandez LLC,Montenegro,round-rectangle,20,50,18.752024551502824,98.8185612504926
15,33,Ingram Group,Kenya,round-rectangle,44.5,154,22.57583780680457,115.01019092945552
15,35,Ingram Group,Kenya,round-rectangle,60,284,19.109783191541815,116.5714845827337
15,63,Ingram Group,Kenya,round-rectangle,50,104,14.26665930280224,111.19630233911731
15,73,Ingram Group,Kenya,round-rectangle,90,46,10.776842433478972,113.40391614040067
15,82,Ingram Group,Kenya,round-rectangle,40,298,16.25847723146954,92.5461242441156
15,85,Ingram Group,Kenya,round-rectangle,20,141,18.351560171812697,93.20078098586988
15,89,Ingram Group,Kenya,round-rectangle,90,232,4.9997892715596155,111.78203697946876
15,94,Ingram Group,Kenya,round-rectangle,74.1,83,12.810794192724398,95.55013934476351
16,22,Martinez and Sons,Kenya,rectangle,60,102,13.281342868487169,106.64486101995762
16,27,Martinez and Sons,Kenya,rectangle,50,199,21.7168359844848,100.78592990512863
16,39,Martinez and Sons,Kenya,rectangle,100,3,21.025337447835255,93.50528068422322
16,50,Martinez and Sons,Kenya,rectangle,50,85,13.73313702686565,103.05896368679845
16,52,Martinez and Sons,Kenya,rectangle,30,287,22.423524021496277,76.60376457048635
16,53,Martinez and Sons,Kenya,rectangle,30,138,7.408107596252017,95.21710217362494
16,58,Martinez and Sons,Kenya,rectangle,74.1,142,17.458303699056582,95.13881933916568
16,61,Martinez and Sons,Kenya,rectangle,74.1,53,18.370576464709885,88.61962299464484
16,62,Martinez and Sons,Kenya,rectangle,40,157,5.820946216465181,100.70807688062129
16,65,Martinez and Sons,Kenya,rectangle,90,226,17.256628893214152,91.18461751198869
16,67,Martinez and Sons,Kenya,rectangle,40,9,19.3582564638458,95.47567833396354
16,71,Martinez and Sons,Kenya,rectangle,40,3,12.36917113005266,95.87475978338848
16,72,Martinez and Sons,Kenya,rectangle,60,85,11.868772638939472,99.02983416736917
16,74,Martinez and Sons,Kenya,rectangle,20,116,18.401751405493975,79.46379461756834
16,79,Martinez and Sons,Kenya,rectangle,90,234,12.81459740320952,87.46259619082444
17,18,"White, Morris and Harvey",Tanzania,round-rectangle,90,169,16.915049673529868,100.87178076661306
17,27,"White, Morris and Harvey",Tanzania,round-rectangle,40,224,14.354464879946137,118.40377875768242
17,31,"White, Morris and Harvey",Tanzania,round-rectangle,74.1,172,14.975494945653336,94.77311737582757
17,33,"White, Morris and Harvey",Tanzania,round-rectangle,30,206,20.618365861259253,89.12327129553672
17,44,"White, Morris and Harvey",Tanzania,round-rectangle,50,223,21.436385648753756,122.90323138275092
17,54,"White, Morris and Harvey",Tanzania,round-rectangle,50,195,15.985981881885495,106.88617680249718
17,59,"White, Morris and Harvey",Tanzania,round-rectangle,100,259,5.996148960821541,93.96562813862151
17,65,"White, Morris and Harvey",Tanzania,round-rectangle,40,32,14.985185890041773,97.8917479459732
17,70,"White, Morris and Harvey",Tanzania,round-rectangle,60,247,12.655242918714867,103.40751375393795
17,75,"White, Morris and Harvey",Tanzania,round-rectangle,90,183,11.475044826754184,96.71816969484361
17,80,"White, Morris and Harvey",Tanzania,round-rectangle,30,10,15.949751115218161,103.1086256533705
17,90,"White, Morris and Harvey",Tanzania,round-rectangle,100,43,9.67208246388794,89.78164178883078
17,98,"White, Morris and Harvey",Tanzania,round-rectangle,40,128,17.807296712025067,108.96521168290566
18,24,Thomas Group,Guadeloupe,rectangle,30,19,10.812024438449633,117.38305068415374
18,29,Thomas Group,Guadeloupe,rectangle,80,29,12.840510039097529,104.33459312279804
18,31,Thomas Group,Guadeloupe,rectangle,80,286,11.642710789190321,99.26700592936554
18,34,Thomas Group,Guadeloupe,rectangle,44.5,126,16.313372265462966,102.98016809563515
18,47,Thomas Group,Guadeloupe,rectangle,74.1,273,23.136949800135728,101.27157987081075
18,54,Thomas Group,Guadeloupe,rectangle,50,23,20.01934657390702,100.85866139906977
18,59,Thomas Group,Guadeloupe,rectangle,40,197,20.58704294216411,96.49778204167427
18,64,Thomas Group,Guadeloupe,rectangle,74.1,54,15.36161121728475,90.24316626849583
18,74,Thomas Group,Guadeloupe,rectangle,40,6,20.561133165201635,87.00082514382532
18,78,Thomas Group,Guadeloupe,rectangle,30,144,12.127321079978644,112.71559455337984
18,86,Thomas Group,Guadeloupe,rectangle,20,175,8.829347629816315,100.24148767295013
18,88,Thomas Group,Guadeloupe,rectangle,60,7,-0.2831972579745301,104.57194727498288
19,40,"Blanchard, Hardin and Haley",Albania,rectangle,90,49,14.559742009307318,92.38746331237685
19,62,"Blanchard, Hardin and Haley",Albania,rectangle,80,212,10.9780140186656,105.29909312286112
19,70,"Blanchard, Hardin and Haley",Albania,rectangle,90,75,19.675645217663348,96.61020038674258
19,71,"Blanchard, Hardin and Haley",Albania,rectangle,50,183,16.008200373505602,87.8972708966605
19,76,"Blanchard, Hardin and Haley",Albania,rectangle,50,22,17.23363260354172,108.2619855351721
19,78,"Blanchard, Hardin and Haley",Albania,rectangle,60,150,12.706970742319772,104.60462096507516
19,80,"Blanchard, Hardin and Haley",Albania,rectangle,100,266,18.07105780505468,114.45624415073337
19,84,"Blanchard, Hardin and Haley",Albania,rectangle,30,151,11.330505140482064,96.7309444428353
19,91,"Blanchard, Hardin and Haley",Albania,rectangle,30,142,13.987698155529488,103.4648242644299
19,99,"Blanchard, Hardin and Haley",Albania,rectangle,30,126,14.70718026429219,106.14346897778115
20,25,Rogers Group,Liberia,round-rectangle,30,129,26.96892552195407,86.1597971312211
20,30,Rogers Group,Liberia,round-rectangle,60,20,14.040161451620673,103.21237066822043
20,34,Rogers Group,Liberia,round-rectangle,80,206,10.743112199092563,115.94901064384972
20,36,Rogers Group,Liberia,round-rectangle,40,120,10.717952370376032,81.80861424355818
20,40,Rogers Group,Liberia,round-rectangle,44.5,51,20.955597810384834,80.19100701166101
20,46,Rogers Group,Liberia,round-rectangle,30,128,17.71171157891467,102.96363880662332
20,56,Rogers Group,Liberia,round-rectangle,44.5,226,19.2332679202314,97.87392220173707
20,59,Rogers Group,Liberia,round-rectangle,44.5,7,14.604856453466853,106.19423776891361
20,81,Rogers Group,Liberia,round-rectangle,20,263,16.40399550514889,90.91457544516612
20,85,Rogers Group,Liberia,round-rectangle,20,30,13.795135146181508,96.07620216064771
20,90,Rogers Group,Liberia,round-rectangle,90,61,10.762079498746823,104.63279923809344
21,27,Martin-Hernandez,Fiji,round-rectangle,30,89,15.628149317711117,89.75618719689093
21,31,Martin-Hernandez,Fiji,round-rectangle,60,265,17.796765048220713,101.5838542154265
21,35,Martin-Hernandez,Fiji,round-rectangle,100,294,15.033327634133716,97.01271028434877
21,42,Martin-Hernandez,Fiji,round-rectangle,80,235,17.064007513144567,94.09264554960403
21,49,Martin-Hernandez,Fiji,round-rectangle,60,56,15.609598330578555,91.88863156855186
21,68,Martin-Hernandez,Fiji,round-rectangle,60,83,19.190552758349366,99.06623416935209
21,82,Martin-Hernandez,Fiji,round-rectangle,44.5,278,14.583795186667276,106.36868476438048
21,83,Martin-Hernandez,Fiji,round-rectangle,90,82,17.33198708607385,90.1576805373342
21,85,Martin-Hernandez,Fiji,round-rectangle,80,252,19.03573141490918,100.2150759571274
21,92,Martin-Hernandez,Fiji,round-rectangle,100,158,16.032379282756995,101.95667057502739
21,95,Martin-Hernandez,Fiji,round-rectangle,80,175,11.50562019707997,101.99893728054992
22,23,Finley-Morales,French Southern Territories,rectangle,100,248,21.594292277321223,85.72700619737806
22,24,Finley-Morales,French Southern Territories,rectangle,44.5,273,18.334479405437815,103.48710104999276
22,34,Finley-Morales,French Southern Territories,rectangle,20,143,11.365945635619449,96.71539455613596
22,39,Finley-Morales,French Southern Territories,rectangle,60,11,12.61324585760481,98.74514370031872
22,51,Finley-Morales,French Southern Territories,rectangle,100,157,8.718299698851713,103.04923280823812
22,66,Finley-Morales,French Southern Territories,rectangle,74.1,39,10.624797776419213,107.09671048277207
22,71,Finley-Morales,French Southern Territories,rectangle,74.1,93,8.873841813240379,101.99865013608503
22,75,Finley-Morales,French Southern Territories,rectangle,40,120,16.60704044134179,114.74319309576697
22,76,Finley-Morales,French Southern Territories,rectangle,90,117,14.791459027516122,101.5053614241897
22,82,Finley-Morales,French Southern Territories,rectangle,60,113,15.023685112840509,78.65524354418457
22,99,Finley-Morales,French Southern Territories,rectangle,20,153,6.886396985390116,98.78378127618397
23,27,Willis-Walters,Zimbabwe,rectangle,30,104,7.375092023665695,97.69714708328891
23,37,Willis-Walters,Zimbabwe,rectangle,50,181,16.622293479695834,85.61206466707931
23,45,Willis-Walters,Zimbabwe,rectangle,20,57,18.888051622262367,90.96798369086473
23,50,Willis-Walters,Zimbabwe,rectangle,44.5,194,15.3826945695202,110.69704065106265
23,55,Willis-Walters,Zimbabwe,rectangle,20,119,24.175930282065977,91.79983888023507
23,65,Willis-Walters,Zimbabwe,rectangle,90,91,5.9952989362687905,101.65648348935595
23,69,Willis-Walters,Zimbabwe,rectangle,100,261,17.69184468406251,90.25603405131058
23,88,Willis-Walters,Zimbabwe,rectangle,60,266,15.360385502947064,100.92330860301684
24,37,Lee LLC,Jordan,rectangle,30,75,13.157674883241683,89.74456209568967
24,41,Lee LLC,Jordan,rectangle,100,104,7.352582829176272,101.525974393609
24,43,Lee LLC,Jordan,rectangle,100,138,12.636920122455512,88.60540305904917
24,44,Lee LLC,Jordan,rectangle,100,107,6.620854664079044,98.09063762994374
24,45,Lee LLC,Jordan,rectangle,44.5,184,16.49073648775426,110.2746111408761
24,47,Lee LLC,Jordan,rectangle,50,290,18.332056745151007,93.56548139160638
24,59,Lee LLC,Jordan,rectangle,80,283,12.4719567364649,91.96659994284792
24,60,Lee LLC,Jordan,rectangle,30,273,9.349434866218482,102.2752742626576
24,61,Lee LLC,Jordan,rectangle,44.5,233,9.251950427897071,90.04625131171612
24,73,Lee LLC,Jordan,rectangle,60,279,10.968937900045692,96.55449061654707
24,78,Lee LLC,Jordan,rectangle,20,56,16.536756828152676,98.79407774358994
24,81,Lee LLC,Jordan,rectangle,20,69,8.370341830534462,78.65531841306982
24,91,Lee LLC,Jordan,rectangle,90,232,29.01809378382567,105.1619166206185
24,93,Lee LLC,Jordan,rectangle,100,14,12.019702115869912,106.98663133108303
25,27,White-Cross,Qatar,rectangle,30,97,16.11287304595849,107.85556432167046
25,30,White-Cross,Qatar,rectangle,44.5,202,4.804812487031182,98.24249925856932
25,33,White-Cross,Qatar,rectangle,30,283,17.123000035688,97.41722466190016
25,39,White-Cross,Qatar,rectangle,80,178,13.08402202720988,120.78830911558003
